Timestamp, Server, CPU Usage, Memory Usage, Disk Usage
2026-03-02 14:20:04.997169, Server B,  99%, 3584 MB,  19 GB
2026-03-02 14:20:04.998812, Server C,  65%, 2816 MB,  81 GB
2026-03-02 14:20:05.000442, Server A,  90%, 3072 MB,  88 GB
2026-03-02 14:20:05.002080, Server C,  77%, 2304 MB,  70 GB
2026-03-02 14:20:05.003902, Server A,  20%, 2304 MB,  71 GB
2026-03-02 14:20:05.005545, Server B,  55%, 1280 MB,  51 GB
2026-03-02 14:20:05.007189, Server C,  98%, 1280 MB,  80 GB
2026-03-02 14:20:05.008840, Server B,   2%, 3328 MB,  60 GB
2026-03-02 14:20:05.010470, Server A,  96%, 1792 MB,   2 GB
2026-03-02 14:20:05.012654, Server B,  58%, 1280 MB,  96 GB
2026-03-02 14:20:05.014294, Server A,   0%,  768 MB,  97 GB
2026-03-02 14:20:05.015931, Server A,  80%, 3072 MB,  96 GB
2026-03-02 14:20:05.017580, Server B,  55%, 3584 MB,  19 GB
2026-03-02 14:20:05.019485, Server B,  96%, 4096 MB,  37 GB
2026-03-02 14:20:05.020935, Server A,  29%, 2048 MB,  79 GB
2026-03-02 14:20:05.022738, Server B,  45%,  768 MB,  65 GB
2026-03-02 14:20:05.024524, Server A,  91%, 3840 MB,  12 GB
2026-03-02 14:20:05.026220, Server A,  56%, 1280 MB,  40 GB
2026-03-02 14:20:05.028175, Server A,  69%,  768 MB,  16 GB
2026-03-02 14:20:05.030232, Server A,  23%, 3072 MB,  77 GB
2026-03-02 14:20:05.032278, Server B,  93%, 2816 MB,  71 GB
2026-03-02 14:20:05.034448, Server C,  28%, 3840 MB,  71 GB
2026-03-02 14:20:05.036520, Server C,  66%, 2048 MB,  21 GB
2026-03-02 14:20:05.038565, Server B,  39%, 3584 MB,  37 GB
2026-03-02 14:20:05.040614, Server A,  50%, 3072 MB,  51 GB
2026-03-02 14:20:05.042660, Server B,  10%, 4096 MB,  97 GB
2026-03-02 14:20:05.044727, Server B,  40%, 1536 MB,  10 GB
2026-03-02 14:20:05.046752, Server B,  22%, 2304 MB,   0 GB
2026-03-02 14:20:05.048781, Server C,  70%, 3328 MB,  57 GB
2026-03-02 14:20:05.050967, Server A,  55%, 2048 MB,  39 GB
2026-03-02 14:20:05.052316, Server A,  67%, 3072 MB,   1 GB
2026-03-02 14:20:05.054262, Server B,  74%, 4096 MB,  90 GB
2026-03-02 14:20:05.055943, Server B,  26%, 3840 MB,  15 GB
2026-03-02 14:20:05.057943, Server A,  57%,  768 MB,  57 GB
2026-03-02 14:20:05.059972, Server A,   5%, 2048 MB,  82 GB
2026-03-02 14:20:05.061981, Server A,  76%, 3072 MB,   2 GB
2026-03-02 14:20:05.063990, Server C,  68%, 2048 MB,  90 GB
2026-03-02 14:20:05.066102, Server B,  88%,  512 MB,  23 GB
2026-03-02 14:20:05.068133, Server A,  97%, 2816 MB,  42 GB
2026-03-02 14:20:05.070151, Server B,  80%, 4096 MB,  60 GB
2026-03-02 14:20:05.072154, Server A,  70%,  768 MB,  24 GB
2026-03-02 14:20:05.074188, Server B,  44%, 3072 MB,  27 GB
2026-03-02 14:20:05.076244, Server C,  44%, 2048 MB,  99 GB
2026-03-02 14:20:05.078321, Server C,  39%, 1792 MB,  63 GB
2026-03-02 14:20:05.080569, Server B,   9%, 1024 MB,   0 GB
2026-03-02 14:20:05.082403, Server B,  58%,  768 MB,   5 GB
2026-03-02 14:20:05.084057, Server A,  30%, 3072 MB,  26 GB
2026-03-02 14:20:05.085690, Server A,  24%, 1792 MB,  90 GB
2026-03-02 14:20:05.087330, Server B,   6%, 4096 MB,  34 GB
2026-03-02 14:20:05.088978, Server C, 100%, 1792 MB,   9 GB
2026-03-02 14:20:05.090611, Server C,  62%, 2816 MB,  33 GB
2026-03-02 14:20:05.092254, Server C,  90%, 2560 MB,  30 GB
2026-03-02 14:20:05.093897, Server A,  17%, 1792 MB,  10 GB
2026-03-02 14:20:05.095529, Server B,  88%, 3072 MB,   6 GB
2026-03-02 14:20:05.098048, Server A,  31%, 1024 MB,   4 GB
2026-03-02 14:20:05.099518, Server B,  33%, 3840 MB,  38 GB
2026-03-02 14:20:05.101325, Server B,  24%, 1536 MB,  93 GB
2026-03-02 14:20:05.102997, Server A,  36%, 2048 MB,  25 GB
2026-03-02 14:20:05.104583, Server B,  14%, 2304 MB,  38 GB
2026-03-02 14:20:05.106530, Server B,   9%, 2560 MB,   7 GB
2026-03-02 14:20:05.108613, Server C,  70%, 3328 MB,  97 GB
2026-03-02 14:20:05.110729, Server C,  75%, 2560 MB,  98 GB
2026-03-02 14:20:05.112901, Server C,  61%, 2304 MB,  63 GB
2026-03-02 14:20:05.114189, Server C,  16%, 3584 MB,   9 GB
2026-03-02 14:20:05.115880, Server C,  89%, 3584 MB,  24 GB
2026-03-02 14:20:05.117479, Server A,  30%, 1280 MB,  86 GB
2026-03-02 14:20:05.119039, Server B,  38%, 4096 MB,  92 GB
2026-03-02 14:20:05.120777, Server C,  49%, 3584 MB,  90 GB
2026-03-02 14:20:05.122512, Server C,  79%, 3072 MB,  20 GB
2026-03-02 14:20:05.124241, Server B,  88%, 1536 MB,  61 GB
2026-03-02 14:20:05.125953, Server B,  88%,  512 MB,  11 GB
2026-03-02 14:20:05.127904, Server C,  51%, 3840 MB,  28 GB
2026-03-02 14:20:05.129496, Server C,   1%, 3840 MB,  15 GB
2026-03-02 14:20:05.131187, Server C,  78%,  512 MB,  64 GB
2026-03-02 14:20:05.132815, Server A,  26%, 2816 MB,  45 GB
2026-03-02 14:20:05.134837, Server B,  20%, 2048 MB,  92 GB
2026-03-02 14:20:05.136865, Server C,  10%,  512 MB,   4 GB
2026-03-02 14:20:05.138883, Server B,  54%,  768 MB,  49 GB
2026-03-02 14:20:05.140929, Server B,  32%, 2304 MB,  10 GB
2026-03-02 14:20:05.142945, Server C,   4%, 3328 MB,  99 GB
2026-03-02 14:20:05.145069, Server B,   7%,  512 MB,  58 GB
2026-03-02 14:20:05.147099, Server A,  91%, 1024 MB,  86 GB
2026-03-02 14:20:05.149110, Server B,  25%, 1280 MB,  83 GB
2026-03-02 14:20:05.151109, Server B,  56%, 2560 MB,  97 GB
2026-03-02 14:20:05.153110, Server C,   5%, 1024 MB,   9 GB
2026-03-02 14:20:05.155130, Server C,  61%, 3840 MB,  28 GB
2026-03-02 14:20:05.157130, Server B,   7%, 1536 MB,  26 GB
2026-03-02 14:20:05.159126, Server A,  79%, 1024 MB,  56 GB
2026-03-02 14:20:05.161241, Server B,  49%, 2304 MB,  72 GB
2026-03-02 14:20:05.162712, Server A,  79%,  768 MB,  34 GB
2026-03-02 14:20:05.164758, Server C,  55%, 3840 MB,  51 GB
2026-03-02 14:20:05.166845, Server A,  62%, 3840 MB,  33 GB
2026-03-02 14:20:05.168922, Server C,  16%, 3328 MB,   0 GB
2026-03-02 14:20:05.171164, Server A,  88%, 2816 MB,  32 GB
2026-03-02 14:20:05.172792, Server B,  76%,  768 MB,  98 GB
2026-03-02 14:20:05.174433, Server C,   5%, 4096 MB,  28 GB
2026-03-02 14:20:05.176065, Server A,   0%, 4096 MB,  18 GB
2026-03-02 14:20:05.177638, Server B,  84%, 2048 MB,  49 GB
2026-03-02 14:20:05.179280, Server A,  70%, 2560 MB,  92 GB
2026-03-02 14:20:05.180920, Server A,  36%, 1024 MB,  91 GB
2026-03-02 14:20:05.182552, Server C,   6%, 3584 MB,  20 GB
2026-03-02 14:20:05.184192, Server B,  78%, 2048 MB,  52 GB
2026-03-02 14:20:05.185834, Server C,  15%, 2816 MB,  89 GB
2026-03-02 14:20:05.187487, Server B,  73%, 3840 MB,  18 GB
2026-03-02 14:20:05.189123, Server C,  62%, 3584 MB,  69 GB
2026-03-02 14:20:05.190763, Server C,  30%, 1536 MB,  11 GB
2026-03-02 14:20:05.192580, Server B,  31%, 3840 MB,  65 GB
2026-03-02 14:20:05.194220, Server A,  71%, 3840 MB,  15 GB
2026-03-02 14:20:05.195852, Server A,  17%, 1280 MB,  58 GB
2026-03-02 14:20:05.198028, Server C,  61%, 1536 MB,  72 GB
2026-03-02 14:20:05.199771, Server A,   6%,  768 MB,  35 GB
2026-03-02 14:20:05.201400, Server C,  85%,  512 MB,  21 GB
2026-03-02 14:20:05.203048, Server B,  83%,  512 MB,  70 GB
2026-03-02 14:20:05.204681, Server C,  30%, 4096 MB,  46 GB
2026-03-02 14:20:05.206328, Server C,  91%, 4096 MB,  37 GB
2026-03-02 14:20:05.208198, Server A,  95%,  768 MB,  43 GB
2026-03-02 14:20:05.209863, Server A,  73%, 2048 MB,  88 GB
2026-03-02 14:20:05.211502, Server B,  81%, 3584 MB,  73 GB
2026-03-02 14:20:05.213142, Server A,  56%, 2816 MB,  15 GB
2026-03-02 14:20:05.214796, Server B,  73%, 1792 MB,   0 GB
2026-03-02 14:20:05.216431, Server B,  31%, 1792 MB,  20 GB
2026-03-02 14:20:05.218076, Server A,  59%, 1792 MB,  39 GB
2026-03-02 14:20:05.219713, Server A,  60%, 2304 MB,  22 GB
2026-03-02 14:20:05.221358, Server A,  13%, 1792 MB,   7 GB
2026-03-02 14:20:05.222999, Server C,  43%,  512 MB,  20 GB
2026-03-02 14:20:05.224544, Server A,   8%, 2048 MB,   6 GB
2026-03-02 14:20:05.226185, Server B,  23%,  768 MB,  66 GB
2026-03-02 14:20:05.228367, Server C,  21%, 3072 MB,  93 GB
2026-03-02 14:20:05.230094, Server A,  98%, 1024 MB,  83 GB
2026-03-02 14:20:05.231729, Server A,  73%, 2816 MB,  63 GB
2026-03-02 14:20:05.233911, Server B,  24%, 3840 MB,   7 GB
2026-03-02 14:20:05.235546, Server B,   5%, 2304 MB,  25 GB
2026-03-02 14:20:05.237190, Server B,  28%, 1024 MB,  20 GB
2026-03-02 14:20:05.239028, Server B,  35%, 3840 MB,  61 GB
2026-03-02 14:20:05.240677, Server C,  42%, 2304 MB,  92 GB
2026-03-02 14:20:05.242324, Server A,  51%, 2816 MB,  64 GB
2026-03-02 14:20:05.243966, Server A,  69%, 3584 MB,   0 GB
2026-03-02 14:20:05.245607, Server A,  74%,  512 MB,  14 GB
2026-03-02 14:20:05.247250, Server A,  20%,  768 MB,  13 GB
2026-03-02 14:20:05.248894, Server A,  86%, 1536 MB,  20 GB
2026-03-02 14:20:05.250536, Server C,  38%, 3328 MB,  94 GB
2026-03-02 14:20:05.252178, Server B,  51%, 1024 MB,  45 GB
2026-03-02 14:20:05.253811, Server B,  79%, 1792 MB,  93 GB
2026-03-02 14:20:05.255102, Server B,  97%, 3072 MB,  74 GB
2026-03-02 14:20:05.256910, Server C,  50%, 3328 MB,  69 GB
2026-03-02 14:20:05.258705, Server B,  35%, 2560 MB,  32 GB
2026-03-02 14:20:05.260965, Server B,  47%, 2560 MB,  50 GB
2026-03-02 14:20:05.262597, Server B,  74%, 2048 MB,  93 GB
2026-03-02 14:20:05.264768, Server C,  80%, 1792 MB,  81 GB
2026-03-02 14:20:05.266416, Server A,  48%,  768 MB,  98 GB
2026-03-02 14:20:05.268058, Server C,  77%,  512 MB,  83 GB
2026-03-02 14:20:05.269679, Server C,  18%, 3328 MB,  21 GB
2026-03-02 14:20:05.271059, Server B,  47%,  768 MB,  61 GB
2026-03-02 14:20:05.273195, Server C, 100%, 1024 MB,  39 GB
2026-03-02 14:20:05.274826, Server B,  27%,  768 MB,  54 GB
2026-03-02 14:20:05.276488, Server B,  60%, 1536 MB,  58 GB
2026-03-02 14:20:05.277860, Server C,  80%, 1536 MB,  24 GB
2026-03-02 14:20:05.279995, Server C, 100%, 3840 MB,  95 GB
2026-03-02 14:20:05.281642, Server C,  30%, 2816 MB,  71 GB
2026-03-02 14:20:05.283276, Server B,  22%,  512 MB,   1 GB
2026-03-02 14:20:05.285193, Server A,  21%, 3584 MB,  17 GB
2026-03-02 14:20:05.287098, Server A,  58%, 2048 MB,  70 GB
2026-03-02 14:20:05.288737, Server C,   5%, 1792 MB,  29 GB
2026-03-02 14:20:05.290511, Server B,  61%, 1280 MB,  69 GB
2026-03-02 14:20:05.292249, Server C,  67%, 1024 MB,  30 GB
2026-03-02 14:20:05.293888, Server C,  11%, 1536 MB, 100 GB
2026-03-02 14:20:05.295525, Server B,  60%, 2304 MB,  38 GB
2026-03-02 14:20:05.297150, Server A,   6%, 3072 MB,  56 GB
2026-03-02 14:20:05.298781, Server C,  85%, 3328 MB,  73 GB
2026-03-02 14:20:05.300612, Server B,  97%, 2304 MB,  37 GB
2026-03-02 14:20:05.302273, Server A,  57%, 1536 MB,   1 GB
2026-03-02 14:20:05.303920, Server C,  43%, 1536 MB,  83 GB
2026-03-02 14:20:05.305551, Server C,  16%, 3328 MB,  11 GB
2026-03-02 14:20:05.307730, Server A,  41%, 4096 MB,   5 GB
2026-03-02 14:20:05.309361, Server A,  58%, 3840 MB,  35 GB
2026-03-02 14:20:05.311001, Server A,  45%, 2304 MB,   7 GB
2026-03-02 14:20:05.312640, Server B,  79%, 1280 MB,  11 GB
2026-03-02 14:20:05.314284, Server B,  97%, 1792 MB,  18 GB
2026-03-02 14:20:05.316187, Server A,  34%, 4096 MB,  34 GB
2026-03-02 14:20:05.317828, Server C,  13%, 3072 MB,  12 GB
2026-03-02 14:20:05.319464, Server C,  76%, 3584 MB,  18 GB
2026-03-02 14:20:05.321097, Server A,  14%, 3072 MB, 100 GB
2026-03-02 14:20:05.322739, Server A,   0%, 2048 MB,  46 GB
2026-03-02 14:20:05.324380, Server A,   7%, 2816 MB,  68 GB
2026-03-02 14:20:05.326018, Server C,   5%,  768 MB,  65 GB
2026-03-02 14:20:05.327657, Server A, 100%,  512 MB,  62 GB
2026-03-02 14:20:05.329301, Server B,  67%, 3328 MB,  24 GB
2026-03-02 14:20:05.330932, Server A,  63%, 3840 MB,  23 GB
2026-03-02 14:20:05.332215, Server C,  71%, 3584 MB,  17 GB
2026-03-02 14:20:05.334358, Server B,  74%, 2560 MB,  54 GB
2026-03-02 14:20:05.335998, Server B,   8%, 2048 MB,   8 GB
2026-03-02 14:20:05.337634, Server A,   9%,  768 MB,  46 GB
2026-03-02 14:20:05.339271, Server B,   0%, 2304 MB,   0 GB
2026-03-02 14:20:05.340908, Server C,  58%, 3328 MB,  83 GB
2026-03-02 14:20:05.342546, Server A,  37%, 1280 MB,  16 GB
2026-03-02 14:20:05.344183, Server A,  74%, 1024 MB,  86 GB
2026-03-02 14:20:05.345823, Server C,  32%, 2816 MB,  66 GB
2026-03-02 14:20:05.347710, Server B,  95%, 3072 MB,  59 GB
2026-03-02 14:20:05.349388, Server A,  98%, 1536 MB,  20 GB
2026-03-02 14:20:05.351021, Server A,  97%, 3584 MB,  75 GB
2026-03-02 14:20:05.352661, Server C,  17%, 2048 MB,  16 GB
2026-03-02 14:20:05.354308, Server A,  69%, 1792 MB,  87 GB
2026-03-02 14:20:05.355944, Server B,  80%, 3584 MB,  58 GB
2026-03-02 14:20:05.357584, Server A,  99%,  768 MB,  87 GB
2026-03-02 14:20:05.359224, Server B,   1%, 2560 MB,  16 GB
2026-03-02 14:20:05.360853, Server A,   5%, 3072 MB,  99 GB
2026-03-02 14:20:05.362496, Server C,  72%, 2560 MB,  22 GB
2026-03-02 14:20:05.363911, Server B,  48%, 1792 MB,  34 GB
2026-03-02 14:20:05.365517, Server A,  15%, 3584 MB,  41 GB
2026-03-02 14:20:05.367154, Server C,  21%, 1024 MB,  92 GB
2026-03-02 14:20:05.368790, Server C,  12%, 2560 MB,  48 GB
2026-03-02 14:20:05.370429, Server B,   5%, 2304 MB,   4 GB
2026-03-02 14:20:05.372074, Server C,  61%, 2816 MB,  42 GB
2026-03-02 14:20:05.373707, Server B,  77%,  768 MB,   4 GB
2026-03-02 14:20:05.375352, Server B,  83%, 3328 MB,  25 GB
2026-03-02 14:20:05.377002, Server A,  46%, 2816 MB,   1 GB
2026-03-02 14:20:05.378899, Server B,   6%, 4096 MB,  78 GB
2026-03-02 14:20:05.380382, Server A,  53%, 3328 MB,  88 GB
2026-03-02 14:20:05.381763, Server B,  74%, 3072 MB,  14 GB
2026-03-02 14:20:05.383458, Server C,  91%,  512 MB,  70 GB
2026-03-02 14:20:05.385094, Server C,  69%, 2816 MB,  74 GB
2026-03-02 14:20:05.386748, Server C,  50%, 1280 MB,  10 GB
2026-03-02 14:20:05.388390, Server B,  16%, 3840 MB,  79 GB
2026-03-02 14:20:05.390033, Server A,  23%, 2560 MB,  42 GB
2026-03-02 14:20:05.391669, Server A,  91%, 3584 MB,   2 GB
2026-03-02 14:20:05.393307, Server A,  48%, 1536 MB,  16 GB
2026-03-02 14:20:05.395313, Server B,  93%, 1280 MB,  64 GB
2026-03-02 14:20:05.397267, Server C,  64%,  512 MB,  10 GB
2026-03-02 14:20:05.399573, Server C,  97%, 3840 MB,  46 GB
2026-03-02 14:20:05.401040, Server C,  11%,  768 MB,   2 GB
2026-03-02 14:20:05.402873, Server A, 100%, 2816 MB,  37 GB
2026-03-02 14:20:05.404211, Server B,  54%, 3584 MB,  32 GB
2026-03-02 14:20:05.406344, Server A,  68%, 3072 MB,  93 GB
2026-03-02 14:20:05.407979, Server A,  49%, 3840 MB,  50 GB
2026-03-02 14:20:05.409725, Server B,  43%, 1792 MB,  43 GB
2026-03-02 14:20:05.411529, Server B, 100%, 1280 MB,  38 GB
2026-03-02 14:20:05.413222, Server C,  51%, 3584 MB,  32 GB
2026-03-02 14:20:05.414864, Server B,   0%, 1536 MB,  92 GB
2026-03-02 14:20:05.416517, Server B,   2%,  768 MB,  55 GB
2026-03-02 14:20:05.418161, Server C,  81%, 3328 MB,  71 GB
2026-03-02 14:20:05.419639, Server A,  56%, 3584 MB,  91 GB
2026-03-02 14:20:05.421228, Server B,  22%, 4096 MB,   0 GB
2026-03-02 14:20:05.422860, Server B,  68%, 3584 MB,  74 GB
2026-03-02 14:20:05.424503, Server C,  40%, 1792 MB,  20 GB
2026-03-02 14:20:05.426146, Server A,  35%,  768 MB,  25 GB
2026-03-02 14:20:05.427981, Server C,  18%, 1024 MB,  27 GB
2026-03-02 14:20:05.429584, Server A,  19%, 2816 MB,  96 GB
2026-03-02 14:20:05.431219, Server B,  87%, 3584 MB,  21 GB
2026-03-02 14:20:05.432860, Server C,  35%, 4096 MB,  68 GB
2026-03-02 14:20:05.434498, Server C,  37%, 1792 MB,  62 GB
2026-03-02 14:20:05.435901, Server C,  95%, 3328 MB,  61 GB
2026-03-02 14:20:05.438076, Server B,  49%, 3072 MB,  20 GB
2026-03-02 14:20:05.439843, Server C,   7%, 2560 MB,  30 GB
2026-03-02 14:20:05.441482, Server C,  10%,  512 MB,  93 GB
2026-03-02 14:20:05.443138, Server A,  55%, 2816 MB,  49 GB
2026-03-02 14:20:05.444771, Server B,  32%, 3072 MB,  17 GB
2026-03-02 14:20:05.446413, Server C,  36%, 2560 MB,  40 GB
2026-03-02 14:20:05.448045, Server C,  26%,  512 MB,  87 GB
2026-03-02 14:20:05.449681, Server C,   6%,  512 MB,  95 GB
2026-03-02 14:20:05.450997, Server B,  54%, 2048 MB,  64 GB
2026-03-02 14:20:05.452798, Server A,  56%, 2048 MB,  70 GB
2026-03-02 14:20:05.454972, Server B,  42%, 3584 MB,  83 GB
2026-03-02 14:20:05.456607, Server B,  64%, 2560 MB,  34 GB
2026-03-02 14:20:05.458253, Server A,  34%, 2304 MB,  28 GB
2026-03-02 14:20:05.459884, Server B,  55%, 2304 MB,  52 GB
2026-03-02 14:20:05.461527, Server B,  64%, 3584 MB,  61 GB
2026-03-02 14:20:05.463178, Server A,  79%, 2048 MB,  79 GB
2026-03-02 14:20:05.465597, Server B,  48%, 2816 MB,  16 GB
2026-03-02 14:20:05.467220, Server B,  82%, 2560 MB,  84 GB
2026-03-02 14:20:05.468867, Server B,  83%, 3328 MB,  88 GB
2026-03-02 14:20:05.470711, Server C, 100%, 3584 MB,   9 GB
2026-03-02 14:20:05.472452, Server C,  14%,  512 MB,  41 GB
2026-03-02 14:20:05.474094, Server C,  57%, 1024 MB,  53 GB
2026-03-02 14:20:05.475734, Server B,  10%, 2816 MB,  28 GB
2026-03-02 14:20:05.477370, Server B,  38%,  768 MB,  77 GB
2026-03-02 14:20:05.479008, Server C,  34%, 1024 MB,  29 GB
2026-03-02 14:20:05.480910, Server B,  35%, 3072 MB,  69 GB
2026-03-02 14:20:05.482605, Server A,  61%, 2560 MB,  19 GB
2026-03-02 14:20:05.484243, Server A,  51%,  768 MB,  80 GB
2026-03-02 14:20:05.485888, Server B,  69%, 1536 MB,  92 GB
2026-03-02 14:20:05.487537, Server A,   0%, 2560 MB,  14 GB
2026-03-02 14:20:05.489185, Server C,  72%, 2560 MB,  17 GB
2026-03-02 14:20:05.490814, Server B,  38%, 2816 MB,   4 GB
2026-03-02 14:20:05.492445, Server B,   4%, 1792 MB,  32 GB
2026-03-02 14:20:05.494089, Server B,  86%, 2560 MB,  67 GB
2026-03-02 14:20:05.495728, Server B,  18%, 1280 MB,  11 GB
2026-03-02 14:20:05.497576, Server A,  64%, 3328 MB,  92 GB
2026-03-02 14:20:05.499317, Server A,   2%, 2816 MB,  61 GB
2026-03-02 14:20:05.500952, Server C,  84%,  512 MB,  79 GB
2026-03-02 14:20:05.502587, Server A,  25%, 1280 MB,  78 GB
2026-03-02 14:20:05.504241, Server A,  64%, 1792 MB,  41 GB
2026-03-02 14:20:05.505873, Server C,  95%, 3584 MB,  91 GB
2026-03-02 14:20:05.507514, Server B,  85%, 1536 MB,  64 GB
2026-03-02 14:20:05.509159, Server C,  62%,  512 MB,  68 GB
2026-03-02 14:20:05.510800, Server C,  60%, 1792 MB,  84 GB
2026-03-02 14:20:05.512436, Server A,  42%, 2048 MB,  18 GB
2026-03-02 14:20:05.514091, Server A,   5%, 1792 MB,  69 GB
2026-03-02 14:20:05.515721, Server B,  65%, 1792 MB,  16 GB
2026-03-02 14:20:05.517358, Server C,  52%, 1792 MB,  50 GB
2026-03-02 14:20:05.518999, Server C,   4%, 4096 MB,  16 GB
2026-03-02 14:20:05.520635, Server A,  26%, 2816 MB,  74 GB
2026-03-02 14:20:05.522274, Server B,  75%, 2560 MB,  61 GB
2026-03-02 14:20:05.523911, Server B,  24%, 3584 MB,  74 GB
2026-03-02 14:20:05.525549, Server C,  60%, 2048 MB,   7 GB
2026-03-02 14:20:05.527187, Server C,  93%, 2304 MB,  27 GB
2026-03-02 14:20:05.529004, Server A,  10%, 1792 MB, 100 GB
2026-03-02 14:20:05.530695, Server C,  50%,  768 MB,  16 GB
2026-03-02 14:20:05.532333, Server C,  27%, 4096 MB,  50 GB
2026-03-02 14:20:05.533970, Server A,  70%, 2816 MB,  99 GB
2026-03-02 14:20:05.535613, Server B,  36%, 3840 MB,  43 GB
2026-03-02 14:20:05.537249, Server B,  13%, 2304 MB,  74 GB
2026-03-02 14:20:05.538880, Server C,  88%, 1280 MB,  60 GB
2026-03-02 14:20:05.540260, Server A,  14%, 4096 MB,   0 GB
2026-03-02 14:20:05.542410, Server C,  51%, 3328 MB,  25 GB
2026-03-02 14:20:05.544315, Server C,  27%, 3840 MB,  82 GB
2026-03-02 14:20:05.545780, Server B,  56%, 2048 MB,  45 GB
2026-03-02 14:20:05.547084, Server A,  86%, 2816 MB,  11 GB
2026-03-02 14:20:05.549222, Server C,  78%, 3328 MB,  82 GB
2026-03-02 14:20:05.550859, Server A,   8%, 3072 MB,  84 GB
2026-03-02 14:20:05.552503, Server A,  92%, 3328 MB,  16 GB
2026-03-02 14:20:05.554143, Server C,  64%, 1280 MB,  51 GB
2026-03-02 14:20:05.555782, Server A,   5%, 3072 MB,  45 GB
2026-03-02 14:20:05.557419, Server C,  36%, 1536 MB,  97 GB
2026-03-02 14:20:05.559061, Server B,   3%, 1024 MB,  15 GB
2026-03-02 14:20:05.560420, Server C,  22%, 1536 MB,  13 GB
2026-03-02 14:20:05.562023, Server C,  84%, 2304 MB,  45 GB
2026-03-02 14:20:05.563652, Server C,  82%, 1024 MB,  20 GB
2026-03-02 14:20:05.565829, Server B,  33%, 1536 MB,  44 GB
2026-03-02 14:20:05.567474, Server A,  39%, 3840 MB,   7 GB
2026-03-02 14:20:05.569114, Server A,  72%, 1024 MB,  70 GB
2026-03-02 14:20:05.570753, Server A,  61%, 2304 MB,  85 GB
2026-03-02 14:20:05.572393, Server A,   1%, 3328 MB,  68 GB
2026-03-02 14:20:05.574024, Server C,  10%, 1536 MB,  71 GB
2026-03-02 14:20:05.575915, Server B,  60%, 1024 MB,  27 GB
2026-03-02 14:20:05.577654, Server A,  60%, 3072 MB,  17 GB
2026-03-02 14:20:05.579293, Server C,  57%, 3072 MB,  62 GB
2026-03-02 14:20:05.580933, Server A,   2%, 3328 MB,   4 GB
2026-03-02 14:20:05.582564, Server C,  19%, 3584 MB,  61 GB
2026-03-02 14:20:05.584742, Server B,  87%, 1536 MB,  11 GB
2026-03-02 14:20:05.586387, Server C,  70%, 3584 MB,  46 GB
2026-03-02 14:20:05.588556, Server A,  67%, 1536 MB,  36 GB
2026-03-02 14:20:05.590329, Server A,  36%, 2560 MB,  64 GB
2026-03-02 14:20:05.592163, Server B,  24%, 4096 MB,  13 GB
2026-03-02 14:20:05.593590, Server B,  90%, 3584 MB,  95 GB
2026-03-02 14:20:05.595627, Server A,  21%, 2304 MB,  71 GB
2026-03-02 14:20:05.597254, Server C,   9%, 3328 MB,  17 GB
2026-03-02 14:20:05.599432, Server B,   5%, 2048 MB,  75 GB
2026-03-02 14:20:05.601074, Server A,  36%, 3584 MB,   8 GB
2026-03-02 14:20:05.602711, Server A,  93%, 2048 MB,  13 GB
2026-03-02 14:20:05.604344, Server A,  50%, 3328 MB,  49 GB
2026-03-02 14:20:05.606521, Server A,  78%, 3584 MB,  84 GB
2026-03-02 14:20:05.608430, Server A,  26%, 3328 MB, 100 GB
2026-03-02 14:20:05.609856, Server C,  36%, 1024 MB,  55 GB
2026-03-02 14:20:05.611663, Server A,  46%, 1792 MB,  43 GB
2026-03-02 14:20:05.613449, Server A,   9%, 2048 MB,  68 GB
2026-03-02 14:20:05.615120, Server A,  24%, 2560 MB,  46 GB
2026-03-02 14:20:05.616672, Server A,  68%, 3584 MB,  93 GB
2026-03-02 14:20:05.618725, Server B,  92%, 2560 MB,  78 GB
2026-03-02 14:20:05.620840, Server A,  69%, 1024 MB,  81 GB
2026-03-02 14:20:05.622955, Server A,  50%, 2048 MB,  87 GB
2026-03-02 14:20:05.625139, Server B,  91%,  768 MB,  99 GB
2026-03-02 14:20:05.627234, Server A,  30%, 4096 MB,  21 GB
2026-03-02 14:20:05.629301, Server C,  19%, 1024 MB,  23 GB
2026-03-02 14:20:05.631375, Server A,  85%, 3840 MB,  33 GB
2026-03-02 14:20:05.633450, Server A,  58%, 3072 MB,  52 GB
2026-03-02 14:20:05.635501, Server A,  93%, 3584 MB,  45 GB
2026-03-02 14:20:05.637568, Server C,  28%,  512 MB,  52 GB
2026-03-02 14:20:05.639625, Server C,  54%, 1792 MB,  58 GB
2026-03-02 14:20:05.641756, Server C,  91%, 2048 MB,  70 GB
2026-03-02 14:20:05.643809, Server A,  28%, 2048 MB,  63 GB
2026-03-02 14:20:05.645839, Server C,   2%, 2048 MB,  94 GB
2026-03-02 14:20:05.647868, Server A,  17%, 2560 MB,  57 GB
2026-03-02 14:20:05.649934, Server B,  32%, 1792 MB,   3 GB
2026-03-02 14:20:05.651907, Server A,  11%, 3328 MB,  33 GB
2026-03-02 14:20:05.653921, Server C,  15%, 1536 MB,  61 GB
2026-03-02 14:20:05.655925, Server A,  41%, 4096 MB,  49 GB
2026-03-02 14:20:05.658047, Server C,  80%, 2560 MB,  35 GB
2026-03-02 14:20:05.659983, Server C,   0%, 2304 MB,  45 GB
